"Player Details","","","","","","Overall","","","","","Horizontally Breaking","","","","","","Vertically Breaking","","","","","","Static","","","","","","Shallow/Underneath","","","","","","Backfield","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","TPRR","YPRR","WIN RATE","RTE","RTE %","SEP SCORE","TPRR","YPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE"
"268","Charlie Woerner","ATL","TE","10","2025","61","-0.016","0.14","0.03","0.0","5","8.2","-0.200","","","0.0","8","13.1","0.000","","","0.0","3","4.9","0.000","0.33","4.67","0.0","15","24.6","0.000","","","0.0","30","49.2","0.000","-0.16","0.03","0.0"
"269","Tyler Conklin","LAC","TE","8","2025","59","0.000","1.56","0.15","3.4","13","22.0","0.000","2.36","0.07","7.7","18","30.5","0.056","0.06","0.67","5.6","12","20.3","0.000","0.31","2.31","0.0","15","25.4","-0.067","0.20","0.13","0.0","1","1.7","0.000","17.00","1.00","0.0"
"270","Grant Calcaterra","PHI","TE","8","2025","57","-0.035","0.68","0.12","1.8","19","33.3","-0.105","0.30","0.05","0.0","16","28.1","-0.063","0.06","","0.0","15","26.3","0.067","0.07","","6.7","7","12.3","0.000","4.25","0.50","0.0","","0.0","","","","0.0"
"271","Xavier Weaver","ARZ","WR","4","2025","57","0.018","0.26","0.07","3.5","17","29.8","0.059","","0.06","5.9","25","43.9","0.000","0.04","","4.0","14","24.6","0.000","0.14","1.07","0.0","1","1.8","0.000","","","0.0","","0.0","","","","0.0"
"272","Bhayshul Tuten","JAX","RB","10","2025","56","0.000","1.09","0.20","0.0","1","1.8","0.000","","","0.0","4","7.1","0.000","","","0.0","2","3.6","0.000","0.50","-1.50","0.0","5","8.9","0.000","1.00","0.20","0.0","44","78.6","0.000","1.34","0.20","0.0"
"273","John FitzPatrick","GB","TE","10","2025","54","-0.037","0.54","0.11","0.0","12","22.2","-0.167","0.50","0.08","0.0","7","13.0","0.000","","","0.0","3","5.6","0.000","","","0.0","28","51.9","0.000","0.50","0.14","0.0","4","7.4","0.000","2.25","0.25","0.0"
"274","Greg Dulcich","MIA","TE","4","2025","53","-0.019","1.59","0.21","1.9","17","32.1","-0.059","2.00","0.29","5.9","15","28.3","0.000","0.06","0.78","0.0","11","20.8","0.000","0.18","0.55","0.0","10","18.9","0.000","3.50","0.40","0.0","","0.0","","","","0.0"
"275","Terrance Ferguson","LA","TE","7","2025","53","0.094","2.60","0.21","11.3","15","28.3","-0.067","","","0.0","29","54.7","0.207","0.38","4.76","20.7","3","5.7","0.000","","","0.0","6","11.3","0.000","","","0.0","","0.0","","","","0.0"
"276","Tanner Hudson","CIN","TE","6","2025","51","0.039","1.60","0.23","5.9","16","31.4","0.063","0.69","0.19","12.5","8","15.7","0.125","0.13","4.13","12.5","16","31.4","0.000","0.31","1.88","0.0","11","21.6","0.000","0.75","0.25","0.0","","0.0","","","","0.0"
"277","Ashton Dulin","IND","WR","9","2025","51","0.078","1.14","0.14","9.8","10","19.6","0.100","1.10","0.20","10.0","21","41.2","0.143","0.14","2.62","14.3","12","23.5","0.000","0.08","","8.3","8","15.7","0.000","-1.00","0.13","0.0","","0.0","","","","0.0"
"278","Tyler Allgeier","ATL","RB","10","2025","51","0.000","0.51","0.16","0.0","2","3.9","0.000","2.00","0.50","0.0","","0.0","","","","0.0","3","5.9","0.000","","","0.0","2","3.9","0.000","","","0.0","44","86.3","0.000","0.50","0.16","0.0"
"279","Skyy Moore","SF","WR","11","2025","51","0.118","1.23","0.12","19.6","19","37.3","0.211","1.63","0.16","26.3","20","39.2","0.100","0.10","0.86","20.0","7","13.7","0.000","","","14.3","5","9.8","0.000","3.00","0.20","0.0","","0.0","","","","0.0"
"280","Blake Corum","LA","RB","10","2025","51","0.000","0.20","0.20","0.0","1","2.0","0.000","","","0.0","4","7.8","0.000","","","0.0","","0.0","","","","0.0","5","9.8","0.000","","0.20","0.0","41","80.4","0.000","0.24","0.22","0.0"
"281","Brashard Smith","KC","RB","10","2025","51","0.000","2.50","0.42","0.0","2","3.9","0.000","","","0.0","3","5.9","0.000","0.33","","0.0","","0.0","","","","0.0","24","47.1","0.000","3.54","0.54","0.0","22","43.1","0.000","1.96","0.35","0.0"
"282","Gage Larvadain","CLV","WR","6","2025","50","-0.020","0.43","0.10","6.0","18","36.0","0.000","1.22","0.17","11.1","21","42.0","-0.143","0.05","","0.0","10","20.0","0.200","","","10.0","1","2.0","0.000","","1.00","0.0","","0.0","","","","0.0"
"283","Xavier Smith","LA","WR","10","2025","50","0.060","1.70","0.18","10.0","18","36.0","0.056","1.94","0.28","11.1","22","44.0","0.091","0.14","1.64","13.6","2","4.0","0.000","","","0.0","8","16.0","0.000","1.75","0.13","0.0","","0.0","","","","0.0"
"284","Isaiah Williams","NYJ","WR","8","2025","48","0.000","0.77","0.15","6.3","15","31.3","0.200","1.00","0.07","20.0","9","18.8","-0.222","0.11","","0.0","9","18.8","-0.111","","","0.0","14","29.2","0.000","1.43","0.29","0.0","1","2.1","0.000","2.00","1.00","0.0"
"285","Jackson Hawes","BUF","TE","10","2025","48","-0.021","2.26","0.22","2.1","7","14.6","0.000","3.71","0.29","0.0","14","29.2","0.000","0.13","1.93","7.1","7","14.6","0.000","0.38","3.75","0.0","19","39.6","-0.053","1.21","0.16","0.0","1","2.1","0.000","5.00","1.00","0.0"
"286","Trent Sherfield","DEN","WR","10","2025","47","0.064","0.45","0.09","10.6","12","25.5","0.083","","","16.7","20","42.6","0.100","0.05","","10.0","10","21.3","0.100","0.10","1.50","10.0","5","10.6","-0.200","1.20","0.40","0.0","","0.0","","","","0.0"
"287","Devin Neal","NO","RB","5","2025","45","0.000","0.47","0.16","0.0","","0.0","","","","0.0","5","11.1","0.000","","","0.0","1","2.2","0.000","","","0.0","1","2.2","0.000","","","0.0","38","84.4","0.000","0.55","0.18","0.0"
"288","Konata Mumpfield","LA","WR","10","2025","45","0.089","0.27","0.09","15.6","20","44.4","0.250","0.25","0.10","20.0","20","44.4","-0.100","0.05","","10.0","2","4.4","0.000","","","0.0","3","6.7","0.333","2.33","0.33","33.3","","0.0","","","","0.0"
"289","Chris Rodriguez","WAS","RB","9","2025","43","0.000","0.14","0.02","0.0","1","2.3","0.000","","","0.0","1","2.3","0.000","","","0.0","1","2.3","0.000","","","0.0","4","9.3","0.000","","","0.0","36","83.7","0.000","0.17","0.03","0.0"
"290","Raheem Mostert","LV","RB","7","2025","42","0.000","1.07","0.14","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","1","2.4","0.000","","","0.0","41","97.6","0.000","1.10","0.15","0.0"
"291","Beaux Collins","NYG","WR","9","2025","41","-0.049","0.60","0.14","4.9","16","39.0","-0.063","1.56","0.19","6.3","16","39.0","-0.063","0.13","","6.3","4","9.8","0.000","","","0.0","5","12.2","0.000","","0.17","0.0","","0.0","","","","0.0"
"292","Ollie Gordon","MIA","RB","11","2025","41","0.000","0.73","0.20","0.0","3","7.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","3","7.3","0.000","0.67","1.00","0.0","35","85.4","0.000","0.80","0.14","0.0"
"293","Ben Sinnott","WAS","TE","10","2025","41","-0.073","0.79","0.07","2.4","11","26.8","-0.273","0.64","0.09","9.1","12","29.3","0.000","","","0.0","3","7.3","0.000","","","0.0","13","31.7","0.000","1.86","0.14","0.0","2","4.9","0.000","","","0.0"
"294","Jimmy Horn","CAR","WR","7","2025","40","0.150","1.57","0.21","15.0","9","22.5","0.333","2.33","0.33","33.3","16","40.0","0.125","0.18","2.00","12.5","2","5.0","0.000","0.33","0.33","0.0","10","25.0","0.000","1.00","0.20","0.0","3","7.5","0.333","","","33.3"
"295","Dee Eskridge","MIA","WR","9","2025","39","0.051","1.51","0.15","7.7","11","28.2","0.000","1.17","0.17","0.0","18","46.2","-0.056","0.11","2.11","5.6","5","12.8","0.600","0.20","1.60","40.0","5","12.8","0.000","","0.20","0.0","","0.0","","","","0.0"
"296","Tucker Fisk","LAC","TE","9","2025","39","0.026","0.49","0.08","2.6","6","15.4","0.167","","","16.7","6","15.4","0.000","","","0.0","4","10.3","0.000","0.25","","0.0","23","59.0","0.000","0.83","0.09","0.0","","0.0","","","","0.0"
"297","Braxton Berrios","HST","WR","4","2025","39","-0.026","0.93","0.20","2.6","14","35.9","-0.071","2.43","0.29","7.1","11","28.2","0.000","","","0.0","8","20.5","0.000","0.25","0.50","0.0","5","12.8","0.000","","0.20","0.0","1","2.6","0.000","-1.00","1.00","0.0"
"298","Will Dissly","LAC","TE","4","2025","39","0.026","1.10","0.13","7.7","11","28.2","0.182","0.64","0.18","18.2","6","15.4","-0.333","","","0.0","8","20.5","0.000","","","0.0","14","35.9","0.071","2.57","0.21","7.1","","0.0","","","","0.0"
"299","Robbie Chosen","WAS","WR","3","2025","39","-0.154","1.36","0.23","12.8","6","15.4","0.667","3.67","0.33","50.0","18","46.2","-0.389","0.17","","0.0","13","33.3","-0.231","0.23","2.00","15.4","2","5.1","0.000","2.50","0.50","0.0","","0.0","","","","0.0"
"300","Hassan Haskins","LAC","RB","7","2025","39","0.000","0.33","0.10","0.0","","0.0","","","","0.0","2","5.1","0.000","","","0.0","","0.0","","","","0.0","2","5.1","0.000","","","0.0","35","89.7","0.000","0.36","0.11","0.0"
"301","Durham Smythe","CHI","TE","10","2025","38","-0.026","0.21","0.08","0.0","5","13.2","-0.200","","","0.0","5","13.2","0.000","","","0.0","10","26.3","0.000","0.30","0.80","0.0","16","42.1","0.000","","","0.0","2","5.3","0.000","","","0.0"
"302","Savion Williams","GB","WR","10","2025","38","0.026","2.05","0.26","5.3","6","15.8","0.167","","","16.7","11","28.9","0.000","","","9.1","5","13.2","0.000","0.40","7.80","0.0","12","31.6","0.000","3.08","0.58","0.0","4","10.5","0.000","0.50","0.25","0.0"
"303","Brian Robinson","SF","RB","11","2025","38","0.053","0.39","0.21","2.6","","0.0","","","","0.0","","0.0","","","","0.0","1","2.6","0.000","","","0.0","3","7.9","0.000","1.33","0.33","0.0","34","89.5","0.059","0.32","0.21","2.9"
"304","Zavier Scott","MIN","RB","6","2025","38","0.026","1.83","0.28","2.6","3","7.9","0.000","3.00","0.33","0.0","4","10.5","0.250","0.40","3.20","25.0","1","2.6","0.000","","","0.0","7","18.4","0.000","0.43","0.14","0.0","23","60.5","0.000","1.88","0.29","0.0"
"305","Andrew Ogletree","IND","TE","10","2025","37","-0.054","","0.03","0.0","5","13.5","0.000","","","0.0","12","32.4","-0.083","","","0.0","5","13.5","-0.200","0.20","","0.0","15","40.5","0.000","","","0.0","","0.0","","","","0.0"
"306","Noah Brown","WAS","WR","2","2025","37","0.027","0.97","0.19","16.2","12","32.4","0.083","1.50","0.17","16.7","6","16.2","-0.333","0.33","","0.0","19","51.4","0.105","0.16","0.95","21.1","","0.0","","","","0.0","","0.0","","","","0.0"
"307","Austin Ekeler","WAS","RB","2","2025","37","0.000","1.03","0.19","0.0","3","8.1","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","10","27.0","0.000","","","0.0","24","64.9","0.000","1.58","0.29","0.0"
"308","Harrison Bryant","HST","TE","8","2025","37","0.000","0.19","0.16","2.7","8","21.6","0.000","","0.13","0.0","12","32.4","0.083","0.17","","8.3","5","13.5","-0.200","","","0.0","12","32.4","0.000","0.58","0.25","0.0","","0.0","","","","0.0"
"309","Jack Westover","NE","FB","11","2025","36","-0.028","","0.03","0.0","2","5.6","0.000","","","0.0","5","13.9","0.000","","","0.0","6","16.7","0.000","","","0.0","6","16.7","0.000","","","0.0","17","47.2","-0.059","","0.06","0.0"
"310","Kylen Granson","PHI","TE","10","2025","36","0.000","0.28","0.11","5.6","6","16.7","0.167","","","16.7","8","22.2","-0.125","0.13","","12.5","11","30.6","0.000","","","0.0","9","25.0","0.000","1.00","0.22","0.0","2","5.6","0.000","0.50","0.50","0.0"
"311","John Metchie","PHI, NYJ","WR","9","2025","36","-0.083","1.78","0.22","8.3","15","41.7","-0.200","2.50","0.13","13.3","5","13.9","0.200","","","20.0","9","25.0","-0.111","0.11","0.89","0.0","5","13.9","0.000","2.20","0.80","0.0","2","5.6","0.000","3.50","0.50","0.0"
"312","David Moore","CAR","WR","4","2025","36","0.083","0.14","0.03","8.3","15","41.7","0.133","","","13.3","16","44.4","0.063","","","6.3","3","8.3","0.000","0.33","1.67","0.0","2","5.6","0.000","","","0.0","","0.0","","","","0.0"
"313","Scott Miller","PIT","WR","7","2025","35","-0.057","0.26","0.06","2.9","11","31.4","0.000","","0.09","9.1","15","42.9","-0.067","","","0.0","4","11.4","-0.250","","","0.0","5","14.3","0.000","1.80","0.20","0.0","","0.0","","","","0.0"
"314","Ben Skowronek","PIT","WR","10","2025","35","0.000","0.97","0.08","5.7","20","57.1","-0.100","1.67","0.10","0.0","9","25.7","0.111","0.11","","11.1","2","5.7","0.500","","","50.0","4","11.4","0.000","","","0.0","","0.0","","","","0.0"
"315","KhaDarel Hodge","ATL","WR","9","2025","35","-0.029","0.89","0.29","14.3","18","51.4","-0.056","1.28","0.28","16.7","12","34.3","-0.083","0.25","","8.3","5","14.3","0.200","0.40","1.60","20.0","","0.0","","","","0.0","","0.0","","","","0.0"
"316","James Conner","ARZ","RB","3","2025","34","0.000","1.12","0.26","0.0","","0.0","","","","0.0","1","2.9","0.000","","","0.0","","0.0","","","","0.0","1","2.9","0.000","4.00","1.00","0.0","32","94.1","0.000","1.06","0.25","0.0"
"317","Kameron Johnson","TB","WR","10","2025","34","-0.088","1.83","0.17","5.9","9","26.5","-0.222","","0.11","11.1","20","58.8","-0.050","0.14","2.43","5.0","4","11.8","0.000","0.25","3.25","0.0","1","2.9","0.000","","1.00","0.0","","0.0","","","","0.0"
"318","Mitchell Tinsley","CIN","WR","10","2025","34","0.088","1.32","0.16","8.8","5","14.7","0.400","","","40.0","21","61.8","0.048","0.13","1.74","4.8","5","14.7","0.000","0.20","1.80","0.0","3","8.8","0.000","","0.67","0.0","","0.0","","","","0.0"
"319","Nate Adkins","DEN","TE","6","2025","34","0.000","1.30","0.24","2.9","4","11.8","0.250","","0.25","25.0","5","14.7","-0.200","0.17","2.67","0.0","3","8.8","0.000","0.67","7.33","0.0","21","61.8","0.000","0.43","0.22","0.0","1","2.9","0.000","","","0.0"
"320","Josh Oliver","MIN","TE","8","2025","33","0.061","1.61","0.19","9.1","","0.0","","","","0.0","7","21.2","0.143","0.25","5.50","14.3","8","24.2","-0.125","","","0.0","18","54.5","0.111","0.70","0.25","11.1","","0.0","","","","0.0"
"321","Dare Ogunbowale","HST","RB","10","2025","33","0.000","1.09","0.18","0.0","2","6.1","0.000","0.50","0.50","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","31","93.9","0.000","1.13","0.16","0.0"
"322","Ian Thomas","LV","TE","10","2025","32","0.000","1.61","0.18","0.0","7","21.9","0.000","","","0.0","10","31.3","0.000","0.10","2.00","0.0","7","21.9","0.000","0.43","2.71","0.0","7","21.9","0.000","1.75","0.25","0.0","1","3.1","0.000","","","0.0"
"323","Foster Moreau","NO","TE","6","2025","32","0.000","0.76","0.15","0.0","6","18.8","0.000","","","0.0","8","25.0","0.000","","","0.0","8","25.0","0.000","0.13","1.25","0.0","10","31.3","0.000","1.50","0.40","0.0","","0.0","","","","0.0"
"324","Brevyn Spann-Ford","DAL","TE","10","2025","31","-0.065","0.56","0.16","3.2","2","6.5","0.000","","","0.0","12","38.7","0.000","0.08","","8.3","4","12.9","0.000","","","0.0","12","38.7","-0.167","1.50","0.33","0.0","1","3.2","0.000","","","0.0"
"325","Chris Brooks","GB","RB","10","2025","31","0.000","1.69","0.28","0.0","","0.0","","","","0.0","1","3.2","0.000","","","0.0","","0.0","","","","0.0","4","12.9","0.000","2.50","0.25","0.0","26","83.9","0.000","1.63","0.30","0.0"
"326","KeAndre Lambert-Smith","LAC","WR","6","2025","31","-0.065","0.03","0.13","9.7","7","22.6","0.143","","0.14","14.3","16","51.6","-0.313","0.06","","0.0","7","22.6","0.286","0.14","","28.6","1","3.2","0.000","1.00","1.00","0.0","","0.0","","","","0.0"
"327","Sean Tucker","TB","RB","10","2025","31","-0.032","0.94","0.25","0.0","3","9.7","-0.333","","","0.0","1","3.2","0.000","","","0.0","1","3.2","0.000","","","0.0","2","6.5","0.000","","","0.0","24","77.4","0.000","1.20","0.32","0.0"
"328","Justin Watson","HST","WR","2","2025","31","0.129","0.97","0.13","12.9","11","35.5","0.273","1.64","0.27","27.3","13","41.9","0.000","","","0.0","2","6.5","0.000","","","0.0","5","16.1","0.200","2.40","0.20","20.0","","0.0","","","","0.0"
"329","Tip Reiman","ARZ","TE","4","2025","31","-0.032","0.56","0.16","0.0","6","19.4","-0.167","","0.17","0.0","8","25.8","0.000","","","0.0","7","22.6","0.000","0.43","2.29","0.0","9","29.0","0.000","0.20","0.10","0.0","1","3.2","0.000","","","0.0"
"330","Mason Kinsey","TEN","WR","4","2025","30","0.000","0.44","0.09","3.3","11","36.7","0.000","","","0.0","8","26.7","0.125","0.30","1.40","12.5","9","30.0","-0.111","","","0.0","2","6.7","0.000","","","0.0","","0.0","","","","0.0"
"331","Hunter Luepke","DAL","FB","10","2025","29","0.000","1.87","0.27","0.0","2","6.9","0.000","","","0.0","1","3.4","0.000","","","0.0","","0.0","","","","0.0","2","6.9","0.000","1.00","0.33","0.0","24","82.8","0.000","2.21","0.29","0.0"
"332","Blake Whiteheart","CLV","TE","9","2025","29","-0.034","0.14","0.10","0.0","5","17.2","0.000","","","0.0","10","34.5","-0.100","0.10","","0.0","7","24.1","0.000","","","0.0","7","24.1","0.000","0.57","0.29","0.0","","0.0","","","","0.0"
"333","Will Shipley","PHI","RB","8","2025","27","0.000","1.04","0.15","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","7.4","0.000","","","0.0","25","92.6","0.000","1.12","0.16","0.0"
"334","Payne Durham","TB","TE","10","2025","27","-0.037","","0.07","0.0","4","14.8","0.000","","","0.0","2","7.4","0.000","","","0.0","4","14.8","-0.250","","","0.0","15","55.6","0.000","","0.07","0.0","2","7.4","0.000","","0.50","0.0"
"335","Lucas Krull","DEN","TE","3","2025","25","0.000","0.58","0.15","0.0","7","28.0","0.000","","0.14","0.0","6","24.0","0.000","","","0.0","6","24.0","0.000","0.43","2.14","0.0","6","24.0","0.000","","","0.0","","0.0","","","","0.0"
"336","Treylon Burks","WAS","WR","2","2025","25","0.000","2.77","0.15","12.0","10","40.0","-0.100","","","0.0","10","40.0","0.000","0.20","5.10","10.0","4","16.0","0.500","0.40","4.20","50.0","1","4.0","-1.000","","","0.0","","0.0","","","","0.0"
"337","Jack Stoll","NO","TE","9","2025","25","-0.120","1.08","0.23","0.0","6","24.0","-0.500","3.00","0.43","0.0","2","8.0","0.000","","","0.0","4","16.0","0.000","","","0.0","6","24.0","0.000","1.17","0.33","0.0","7","28.0","0.000","","0.14","0.0"
"338","Malachi Corley","CLV","WR","6","2025","25","-0.080","1.04","0.20","4.0","5","20.0","0.200","","","20.0","4","16.0","-0.500","","","0.0","4","16.0","-0.250","","","0.0","12","48.0","0.000","2.17","0.42","0.0","","0.0","","","","0.0"
"339","Austin Trammell","JAX","WR","3","2025","24","0.250","1.92","0.21","16.7","6","25.0","0.167","","","16.7","7","29.2","0.571","0.29","2.57","28.6","5","20.8","0.000","0.40","5.60","0.0","6","25.0","0.167","","0.17","16.7","","0.0","","","","0.0"
"340","Kendre Miller","NO","RB","7","2025","24","0.000","1.25","0.21","0.0","","0.0","","","","0.0","1","4.2","0.000","","","0.0","","0.0","","","","0.0","2","8.3","0.000","1.00","0.50","0.0","21","87.5","0.000","1.33","0.19","0.0"
"341","Quintin Morris","JAX","TE","6","2025","24","-0.042","0.44","0.08","0.0","3","12.5","0.000","","","0.0","9","37.5","-0.111","0.10","","0.0","6","25.0","0.000","0.17","1.83","0.0","6","25.0","0.000","","","0.0","","0.0","","","","0.0"
"342","Anthony Gould","IND","WR","8","2025","24","-0.083","0.13","0.04","0.0","10","41.7","-0.100","","","0.0","6","25.0","0.000","","","0.0","5","20.8","-0.200","0.20","0.60","0.0","3","12.5","0.000","","","0.0","","0.0","","","","0.0"
"343","Cody White","SEA","WR","4","2025","24","0.083","2.31","0.08","8.3","13","54.2","0.077","","0.07","7.7","8","33.3","0.125","0.11","6.67","12.5","1","4.2","0.000","","","0.0","2","8.3","0.000","","","0.0","","0.0","","","","0.0"
"344","Miles Sanders","DAL","RB","4","2025","23","0.000","1.30","0.35","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","23","100.0","0.000","1.30","0.35","0.0"
"345","Robert Tonyan","KC","TE","10","2025","23","-0.043","0.04","0.04","0.0","6","26.1","0.000","","","0.0","5","21.7","-0.200","","","0.0","4","17.4","0.000","","","0.0","8","34.8","0.000","0.13","0.13","0.0","","0.0","","","","0.0"
"346","Albert Okwuegbunam","LV","TE","1","2025","22","0.045","1.57","0.26","9.1","5","22.7","0.200","1.00","0.40","20.0","5","22.7","-0.200","","","0.0","6","27.3","0.000","0.17","2.67","0.0","6","27.3","0.167","2.50","0.50","16.7","","0.0","","","","0.0"
"347","Zamir White","LV","RB","3","2025","22","0.000","0.86","0.23","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","22","100.0","0.000","0.86","0.23","0.0"
"348","Gunner Olszewski","NYG","WR","11","2025","22","0.091","1.09","0.14","18.2","7","31.8","-0.286","","","0.0","12","54.5","0.417","0.17","2.00","33.3","3","13.6","-0.333","0.33","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"349","Isaiah Hodgins","NYG","WR","1","2025","22","0.045","2.38","0.25","9.1","14","63.6","0.071","3.80","0.33","14.3","3","13.6","0.000","0.25","","0.0","3","13.6","0.000","","","0.0","2","9.1","0.000","","","0.0","","0.0","","","","0.0"
"350","Ray Davis","BUF","RB","10","2025","21","-0.048","0.82","0.32","0.0","1","4.8","0.000","","","0.0","3","14.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","17","81.0","-0.059","1.00","0.39","0.0"
"351","Darius Cooper","PHI","WR","6","2025","20","0.000","","","5.0","2","10.0","0.000","","","0.0","10","50.0","-0.200","","","0.0","5","25.0","0.400","","","20.0","3","15.0","0.000","","","0.0","","0.0","","","","0.0"
"352","Simi Fehoko","ARZ","WR","7","2025","20","-0.100","","","0.0","6","30.0","0.000","","","0.0","11","55.0","-0.182","","","0.0","2","10.0","0.000","","","0.0","1","5.0","0.000","","","0.0","","0.0","","","","0.0"
"353","Ryan Miller","TB","WR","10","2025","20","0.100","1.62","0.19","15.0","6","30.0","-0.333","","0.14","0.0","8","40.0","0.500","0.25","2.50","37.5","5","25.0","0.000","0.20","2.80","0.0","1","5.0","0.000","","","0.0","","0.0","","","","0.0"
"354","Cade Stover","HST","TE","2","2025","19","-0.053","1.16","0.21","0.0","6","31.6","0.000","1.17","0.33","0.0","2","10.5","0.000","0.50","2.50","0.0","6","31.6","-0.167","","","0.0","5","26.3","0.000","2.00","0.20","0.0","","0.0","","","","0.0"
"355","Taysom Hill","NO","TE","6","2025","19","-0.053","0.95","0.21","0.0","3","15.8","0.000","","","0.0","","0.0","","","","0.0","8","42.1","-0.125","0.13","0.88","0.0","5","26.3","0.000","2.20","0.40","0.0","3","15.8","0.000","","0.33","0.0"
"356","Ameer Abdullah","IND","RB","6","2025","19","0.000","1.58","0.26","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","10.5","0.000","1.50","0.50","0.0","17","89.5","0.000","1.59","0.24","0.0"
"357","Devontez Walker","BLT","WR","5","2025","19","0.053","3.16","0.16","15.8","5","26.3","0.000","0.40","0.20","20.0","12","63.2","0.083","0.17","4.83","16.7","2","10.5","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"358","Russell Gage","SF","WR","1","2025","19","0.053","","","10.5","5","26.3","0.200","","","20.0","11","57.9","0.000","","","9.1","","0.0","","","","0.0","3","15.8","0.000","","","0.0","","0.0","","","","0.0"
"359","Eric Saubert","SEA","TE","7","2025","18","0.000","0.63","0.05","0.0","","0.0","","","","0.0","7","38.9","0.000","","","0.0","3","16.7","0.000","","","0.0","7","38.9","0.000","1.50","0.13","0.0","1","5.6","0.000","","","0.0"
"360","C.J. Ham","MIN","FB","4","2025","18","0.056","0.28","0.06","5.6","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","11.1","0.000","","","0.0","16","88.9","0.063","0.31","0.06","6.3"
"361","Derius Davis","LAC","WR","8","2025","17","-0.176","0.17","0.11","0.0","4","23.5","-0.250","","","0.0","6","35.3","-0.333","0.17","","0.0","","0.0","","","","0.0","6","35.3","0.000","0.50","0.17","0.0","1","5.9","0.000","","","0.0"
"362","Cedrick Wilson","MIA","WR","4","2025","17","-0.118","0.50","0.11","0.0","8","47.1","-0.125","0.88","0.13","0.0","3","17.6","-0.333","","","0.0","3","17.6","0.000","","","0.0","2","11.8","0.000","1.00","0.50","0.0","1","5.9","0.000","","","0.0"
"363","Braelon Allen","NYJ","RB","4","2025","16","0.063","1.06","0.19","6.3","","0.0","","","","0.0","1","6.3","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","15","93.8","0.067","1.13","0.20","6.7"
"364","Adam Prentice","DEN","FB","11","2025","16","0.000","1.82","0.24","0.0","","0.0","","","","0.0","","0.0","","","","0.0","3","18.8","0.000","","","0.0","2","12.5","0.000","6.50","1.00","0.0","11","68.8","0.000","1.50","0.17","0.0"
"365","Tyler Goodson","IND","RB","5","2025","16","0.000","0.50","0.19","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","12.5","0.000","","","0.0","1","6.3","0.000","","","0.0","13","81.3","0.000","0.62","0.23","0.0"
"366","Bo Melton","GB","WR","2","2025","16","0.063","1.75","0.31","12.5","4","25.0","0.250","4.50","0.75","25.0","5","31.3","-0.200","","","0.0","7","43.8","0.143","0.29","1.43","14.3","","0.0","","","","0.0","","0.0","","","","0.0"
"367","Jake Bobo","SEA","WR","6","2025","16","-0.063","1.25","0.13","0.0","7","43.8","0.000","","","0.0","6","37.5","0.000","0.17","2.83","0.0","2","12.5","-0.500","0.50","1.50","0.0","1","6.3","0.000","","","0.0","","0.0","","","","0.0"
"368","Mason Tipton","NO","WR","8","2025","16","0.125","","0.12","12.5","2","12.5","0.000","","","0.0","12","75.0","0.167","0.17","","16.7","2","12.5","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0"
"369","Najee Harris","LAC","RB","3","2025","15","0.000","1.67","0.20","0.0","","0.0","","","","0.0","1","6.7","0.000","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","14","93.3","0.000","1.79","0.21","0.0"
"370","Robbie Ouzts","SEA","FB","6","2025","15","0.000","","","0.0","1","6.7","0.000","","","0.0","3","20.0","0.000","","","0.0","3","20.0","0.000","","","0.0","6","40.0","0.000","","","0.0","2","13.3","0.000","","","0.0"
"371","Keaton Mitchell","BLT","RB","6","2025","15","0.000","2.33","0.33","0.0","","0.0","","","","0.0","2","13.3","0.000","","","0.0","","0.0","","","","0.0","3","20.0","0.000","","","0.0","10","66.7","0.000","3.50","0.50","0.0"
"372","AJ Dillon","PHI","RB","6","2025","15","0.000","1.20","0.13","0.0","","0.0","","","","0.0","","0.0","","","","0.0","","0.0","","","","0.0","2","13.3","0.000","","","0.0","13","86.7","0.000","1.38","0.15","0.0"
